# IPv4 signatures file (unwanted cloud services and non-human endpoints).
# Canonical link to the online version of this file: https://github.com/CIDRAM/CIDRAM/blob/master/vault/ipv4.dat


# ---
# ASN 46844 ("Sharktech").
# %Listed, Google Malware Dashboard: 37.21%.
# %Listed, CleanTalk.org: 32.62%.
# Stop Forum Spam (SFS) listings: 897.
# Updated: 2017.10.29

162.158.128.0/18 Deny Cloud
162.158.192.0/21 Deny Cloud
162.158.200.0/22 Deny Cloud
162.158.204.0/24 Deny Cloud
162.158.208.0/21 Deny Cloud
162.158.216.0/23 Deny Cloud
162.158.218.0/24 Deny Cloud
162.158.220.0/22 Deny Cloud
162.158.228.0/22 Deny Cloud
162.158.232.0/21 Deny Cloud
162.158.240.0/20 Deny Cloud
162.159.0.0/19 Deny Cloud
162.159.128.0/17 Deny Cloud
162.251.82.0/24 Deny Cloud
172.64.0.0/18 Deny Cloud
172.64.64.0/20 Deny Cloud
172.64.96.0/20 Deny Cloud
172.64.128.0/20 Deny Cloud
172.64.160.0/20 Deny Cloud
172.64.192.0/20 Deny Cloud
172.65.0.0/16 Deny Cloud
172.68.0.0/17 Deny Cloud
172.68.128.0/20 Deny Cloud
172.68.144.0/21 Deny Cloud
172.68.152.0/22 Deny Cloud
172.68.160.0/22 Deny Cloud
172.68.176.0/20 Deny Cloud
172.68.196.0/22 Deny Cloud
172.68.200.0/21 Deny Cloud
172.68.208.0/21 Deny Cloud
172.68.216.0/22 Deny Cloud
172.68.224.0/20 Deny Cloud
172.68.240.0/22 Deny Cloud
172.68.248.0/21 Deny Cloud
172.69.0.0/22 Deny Cloud
173.245.48.0/24 Deny Cloud
173.245.50.0/23 Deny Cloud
173.245.52.0/24 Deny Cloud
173.245.54.0/24 Deny Cloud
173.245.56.0/21 Deny Cloud
185.122.0.0/24 Deny Cloud
188.114.96.0/21 Deny Cloud
188.114.104.0/24 Deny Cloud
188.114.106.0/23 Deny Cloud
188.114.108.0/22 Deny Cloud
190.93.240.0/20 Deny Cloud
197.234.240.0/22 Deny Cloud
198.41.129.0/24 Deny Cloud
198.41.132.0/22 Deny Cloud
198.41.144.0/23 Deny Cloud
198.41.148.0/24 Deny Cloud
198.41.161.0/24 Deny Cloud
198.41.192.0/19 Deny Cloud
198.41.224.0/20 Deny Cloud
198.41.240.0/22 Deny Cloud
198.41.246.0/23 Deny Cloud
199.27.132.0/24 Deny Cloud
Tag: CloudFlare, Inc


# ASN 12824 ("home.pl").
# %Listed, Google Malware Dashboard: 3.01%.
# %Listed, CleanTalk.org: 22.38%.
# Stop Forum Spam (SFS) listings: 70.
# Updated: 2016.04.18 / Checked: 2017.11.07

46.41.128.0/18 Deny Cloud
46.242.128.0/17 Deny Cloud
62.129.192.0/18 Deny Cloud
79.96.0.0/16 Deny Cloud
89.161.128.0/17 Deny Cloud
188.128.128.0/17 Deny Cloud
212.85.96.0/19 Deny Cloud
Tag: home.pl


# ASN 25532 ("Masterhost").
# %Listed, Google Malware Dashboard: 0.97%.
# %Listed, CleanTalk.org: 23.10%.
# Stop Forum Spam (SFS) listings: 89.
# Updated: 2016.04.18 / Checked: 2017.11.07

83.222.0.0/19 Deny Cloud
84.252.128.0/18 Deny Cloud
87.242.64.0/18 Deny Cloud
90.156.128.0/17 Deny Cloud
217.16.16.0/20 Deny Cloud
Tag: Masterhost


# ASN 26496 ("GoDaddy.com, LLC").
# %Listed, Google Malware Dashboard: 2.88%.
# %Listed, CleanTalk.org: 44.48%.
# Stop Forum Spam (SFS) listings: 2,904.
# Updated: 2017.11.02

23.229.128.0/17 Deny Cloud
37.148.200.0/21 Deny Cloud
43.255.152.0/22 Deny Cloud
45.40.128.0/18 Deny Cloud
46.252.192.0/20 Deny Cloud
50.62.0.0/15 Deny Cloud
64.202.160.0/19 Deny Cloud
68.178.128.0/17 Deny Cloud
72.167.0.0/16 Deny Cloud
97.74.0.0/16 Deny Cloud
103.1.172.0/22 Deny Cloud
104.238.64.0/18 Deny Cloud
107.180.0.0/17 Deny Cloud
118.139.160.0/19 Deny Cloud
132.148.0.0/16 Deny Cloud
146.255.32.0/20 Deny Cloud
148.66.128.0/19 Deny Cloud
148.72.0.0/20 Deny Cloud
148.72.16.0/22 Deny Cloud
148.72.24.0/21 Deny Cloud
148.72.224.0/19 Deny Cloud
160.153.0.0/16 Deny Cloud
166.62.0.0/17 Deny Cloud
173.201.0.0/16 Deny Cloud
182.50.128.0/19 Deny Cloud
184.168.0.0/16 Deny Cloud
185.7.248.0/22 Deny Cloud
188.121.32.0/19 Deny Cloud
192.169.128.0/17 Deny Cloud
192.186.192.0/18 Deny Cloud
198.12.128.0/17 Deny Cloud
198.71.128.0/17 Deny Cloud
203.124.96.0/19 Deny Cloud
208.109.0.0/16 Deny Cloud
216.69.128.0/18 Deny Cloud
Tag: GoDaddy.com, LLC


# ASN 8560 ("1&1 Internet SE").
# %Listed, Google Malware Dashboard: 0.73%.
# %Listed, CleanTalk.org: 38.11%.
# Stop Forum Spam (SFS) listings: 3,985.
# Updated: 2017.01.09 / Checked: 2017.07.12

37.98.148.0/22 Deny Cloud
50.21.176.0/20 Deny Cloud
62.151.160.0/21 Deny Cloud
62.151.176.0/21 Deny Cloud
66.175.232.0/21 Deny Cloud
70.35.192.0/20 Deny Cloud
74.208.0.0/16 Deny Cloud
77.68.0.0/17 Deny Cloud
79.99.40.0/21 Deny Cloud
82.165.0.0/16 Deny Cloud
82.223.0.0/16 Deny Cloud
87.106.0.0/16 Deny Cloud
88.208.192.0/18 Deny Cloud
93.90.192.0/20 Deny Cloud
93.93.112.0/21 Deny Cloud
94.143.136.0/21 Deny Cloud
104.192.4.0/22 Deny Cloud
104.219.40.0/22 Deny Cloud
104.254.244.0/22 Deny Cloud
108.175.0.0/20 Deny Cloud
109.228.0.0/18 Deny Cloud
162.222.200.0/21 Deny Cloud
162.252.156.0/22 Deny Cloud
162.255.84.0/22 Deny Cloud
185.132.32.0/20 Deny Cloud
192.195.77.0/24 Deny Cloud
195.20.224.0/19 Deny Cloud
198.71.48.0/20 Deny Cloud
198.251.64.0/20 Deny Cloud
212.227.0.0/16 Deny Cloud
213.165.64.0/19 Deny Cloud
213.171.192.0/19 Deny Cloud
216.250.112.0/20 Deny Cloud
217.72.192.0/20 Deny Cloud
217.76.128.0/19 Deny Cloud
217.160.0.0/16 Deny Cloud
217.174.240.0/20 Deny Cloud
Tag: 1&1 Internet SE


# ASN 16276 ("OVH Systems").
# %Listed, Google Malware Dashboard: 0.59%.
# %Listed, CleanTalk.org: 55.80%.
# Stop Forum Spam (SFS) listings: 664,902.
# Updated: 2017.10.26

5.39.0.0/17 Deny Cloud
5.135.0.0/16 Deny Cloud
5.196.0.0/16 Deny Cloud
8.7.244.0/24 Deny Cloud
8.18.128.0/24 Deny Cloud
8.18.136.0/21 Deny Cloud
8.18.172.0/24 Deny Cloud
8.20.110.0/24 Deny Cloud
8.21.41.0/24 Deny Cloud
8.24.8.0/21 Deny Cloud
8.26.94.0/24 Deny Cloud
8.29.224.0/24 Deny Cloud
8.30.208.0/21 Deny Cloud
8.33.96.0/21 Deny Cloud
8.33.128.0/21 Deny Cloud
8.33.136.0/23 Deny Cloud
37.59.0.0/16 Deny Cloud
37.60.48.0/20 Deny Cloud
37.187.0.0/16 Deny Cloud
46.105.0.0/16 Deny Cloud
51.254.0.0/15 Deny Cloud
54.36.0.0/14 Deny Cloud
62.245.0.0/19 Deny Cloud
66.70.128.0/17 Deny Cloud
79.137.0.0/17 Deny Cloud
87.98.128.0/17 Deny Cloud
91.90.88.0/21 Deny Cloud
91.121.0.0/16 Deny Cloud
91.134.0.0/16 Deny Cloud
92.222.0.0/16 Deny Cloud
94.23.0.0/16 Deny Cloud
103.5.12.0/22 Deny Cloud
137.74.0.0/16 Deny Cloud
139.99.0.0/16 Deny Cloud
142.4.192.0/19 Deny Cloud
142.44.128.0/17 Deny Cloud
144.217.0.0/16 Deny Cloud
145.239.0.0/16 Deny Cloud
147.135.0.0/16 Deny Cloud
149.56.0.0/16 Deny Cloud
149.202.0.0/16 Deny Cloud
151.80.0.0/16 Deny Cloud
158.69.0.0/16 Deny Cloud
164.132.0.0/16 Deny Cloud
167.114.0.0/16 Deny Cloud
176.31.0.0/16 Deny Cloud
178.32.0.0/15 Deny Cloud
185.12.32.0/23 Deny Cloud
188.165.0.0/16 Deny Cloud
192.95.0.0/18 Deny Cloud
192.99.0.0/16 Deny Cloud
193.70.0.0/17 Deny Cloud
193.104.19.0/24 Deny Cloud
193.109.63.0/24 Deny Cloud
195.110.30.0/23 Deny Cloud
195.246.232.0/23 Deny Cloud
198.27.64.0/18 Deny Cloud
198.50.128.0/17 Deny Cloud
198.100.144.0/20 Deny Cloud
198.245.48.0/20 Deny Cloud
213.32.0.0/17 Deny Cloud
213.186.32.0/19 Deny Cloud
213.251.128.0/18 Deny Cloud
217.182.0.0/16 Deny Cloud
Tag: OVH Systems


# ASN 46606 ("Unified Layer").
# %Listed, Google Malware Dashboard: 2.10%.
# %Listed, CleanTalk.org: 26.56%.
# Stop Forum Spam (SFS) listings: 60.
# Updated: 2017.01.25 / Checked: 2017.09.20

50.87.0.0/16 Deny Cloud
66.147.240.0/20 Deny Cloud
67.20.64.0/18 Deny Cloud
67.222.32.0/19 Deny Cloud
69.89.16.0/20 Deny Cloud
69.195.64.0/18 Deny Cloud
70.40.192.0/19 Deny Cloud
74.220.192.0/19 Deny Cloud
142.4.0.0/19 Deny Cloud
162.144.0.0/16 Deny Cloud
162.214.0.0/15 Deny Cloud
162.240.0.0/15 Deny Cloud
173.254.0.0/17 Deny Cloud
192.163.192.0/18 Deny Cloud
192.185.224.0/19 Deny Cloud
192.232.192.0/18 Deny Cloud
192.254.128.0/17 Deny Cloud
198.1.64.0/18 Deny Cloud
198.20.224.0/19 Deny Cloud
198.57.128.0/17 Deny Cloud
198.154.192.0/18 Deny Cloud
Tag: Unified Layer


# ASN 27823 ("Dattatec.com").
# %Listed, Google Malware Dashboard: 0.74%.
# %Listed, CleanTalk.org: 19.32%.
# Stop Forum Spam (SFS) listings: 5.
# Updated: 2017.11.02

66.97.32.0/21 Deny Cloud
138.36.236.0/22 Deny Cloud
138.219.40.0/22 Deny Cloud
168.181.184.0/22 Deny Cloud
168.197.48.0/22 Deny Cloud
179.43.112.0/20 Deny Cloud
200.58.96.0/19 Deny Cloud
Tag: Dattatec.com


# ASNs 7203, 16265, 28753, 30633, 38930, 59253, 60626, 60781, 133752, 394380, 395954 ("Leaseweb Network").
# Updated: 2017.10.26

5.44.144.0/22 Deny Cloud
5.61.32.0/20 Deny Cloud
5.79.64.0/18 Deny Cloud
23.19.0.0/19 Deny Cloud
23.19.157.0/24 Deny Cloud
23.19.192.0/22 Deny Cloud
23.19.200.0/22 Deny Cloud
23.19.228.0/22 Deny Cloud
23.19.236.0/22 Deny Cloud
23.80.0.0/16 Deny Cloud
23.81.8.0/21 Deny Cloud
23.81.32.0/21 Deny Cloud
23.81.84.0/22 Deny Cloud
23.81.96.0/21 Deny Cloud
23.81.112.0/21 Deny Cloud
23.81.160.0/22 Deny Cloud
23.81.168.0/22 Deny Cloud
23.81.220.0/22 Deny Cloud
23.82.48.0/22 Deny Cloud
23.82.56.0/22 Deny Cloud
23.82.88.0/21 Deny Cloud
23.82.96.0/21 Deny Cloud
23.82.112.0/21 Deny Cloud
23.82.124.0/22 Deny Cloud
23.82.132.0/22 Deny Cloud
23.82.160.0/21 Deny Cloud
23.82.236.0/22 Deny Cloud
23.83.0.0/18 Deny Cloud
23.83.96.0/20 Deny Cloud
23.83.136.0/21 Deny Cloud
23.83.152.0/21 Deny Cloud
23.83.160.0/21 Deny Cloud
23.83.176.0/21 Deny Cloud
23.83.188.0/22 Deny Cloud
23.83.192.0/20 Deny Cloud
23.104.0.0/16 Deny Cloud
23.105.24.0/21 Deny Cloud
23.105.104.0/22 Deny Cloud
23.105.112.0/21 Deny Cloud
23.105.120.0/22 Deny Cloud
23.106.44.0/22 Deny Cloud
23.106.48.0/22 Deny Cloud
23.106.88.0/21 Deny Cloud
23.106.168.0/21 Deny Cloud
23.106.184.0/21 Deny Cloud
23.106.224.0/22 Deny Cloud
23.106.240.0/22 Deny Cloud
23.107.0.0/16 Deny Cloud
23.108.108.0/22 Deny Cloud
23.108.112.0/21 Deny Cloud
23.108.120.0/22 Deny Cloud
23.108.184.0/21 Deny Cloud
23.108.192.0/21 Deny Cloud
23.108.204.0/22 Deny Cloud
23.110.0.0/16 Deny Cloud
27.0.232.0/24 Deny Cloud
31.186.168.0/22 Deny Cloud
37.1.144.0/22 Deny Cloud
37.1.192.0/21 Deny Cloud
37.1.216.0/21 Deny Cloud
37.48.64.0/18 Deny Cloud
37.58.48.0/20 Deny Cloud
37.75.152.0/21 Deny Cloud
37.218.240.0/24 Deny Cloud
37.218.244.0/24 Deny Cloud
43.246.113.0/24 Deny Cloud
43.249.36.0/22 Deny Cloud
45.41.139.0/24 Deny Cloud
45.127.92.0/23 Deny Cloud
46.17.0.0/21 Deny Cloud
46.17.14.0/23 Deny Cloud
46.102.240.0/21 Deny Cloud
46.165.192.0/18 Deny Cloud
46.182.120.0/21 Deny Cloud
46.182.176.0/21 Deny Cloud
46.243.0.0/21 Deny Cloud
62.84.240.0/22 Deny Cloud
62.212.64.0/19 Deny Cloud
64.120.1.0/24 Deny Cloud
64.120.8.0/22 Deny Cloud
64.120.40.0/22 Deny Cloud
64.120.96.0/21 Deny Cloud
64.120.105.0/24 Deny Cloud
67.201.0.0/21 Deny Cloud
69.147.231.0/24 Deny Cloud
69.147.245.0/24 Deny Cloud
69.147.248.0/23 Deny Cloud
70.32.36.0/24 Deny Cloud
72.37.222.0/23 Deny Cloud
77.81.240.0/21 Deny Cloud
77.221.144.0/22 Deny Cloud
77.223.144.0/23 Deny Cloud
77.235.32.0/19 Deny Cloud
78.159.96.0/19 Deny Cloud
80.65.32.0/20 Deny Cloud
80.253.248.0/22 Deny Cloud
81.171.0.0/19 Deny Cloud
82.150.152.0/24 Deny Cloud
82.192.64.0/19 Deny Cloud
83.149.64.0/18 Deny Cloud
83.223.34.0/24 Deny Cloud
84.16.224.0/19 Deny Cloud
84.247.62.0/24 Deny Cloud
85.17.0.0/16 Deny Cloud
85.203.47.0/24 Deny Cloud
85.234.224.0/20 Deny Cloud
86.104.14.0/24 Deny Cloud
87.236.96.0/21 Deny Cloud
87.255.32.0/19 Deny Cloud
89.255.248.0/22 Deny Cloud
89.255.252.0/24 Deny Cloud
89.255.254.0/23 Deny Cloud
91.109.16.0/20 Deny Cloud
91.184.46.0/23 Deny Cloud
91.184.48.0/20 Deny Cloud
91.195.118.0/23 Deny Cloud
91.224.122.0/24 Deny Cloud
92.114.86.0/23 Deny Cloud
92.243.94.0/23 Deny Cloud
93.190.220.0/22 Deny Cloud
94.75.192.0/18 Deny Cloud
94.177.98.0/23 Deny Cloud
94.177.146.0/24 Deny Cloud
95.211.0.0/16 Deny Cloud
103.35.56.0/22 Deny Cloud
103.35.182.0/23 Deny Cloud
103.41.176.0/23 Deny Cloud
103.47.145.0/24 Deny Cloud
103.47.155.0/24 Deny Cloud
103.55.8.0/24 Deny Cloud
103.57.72.0/24 Deny Cloud
103.75.117.0/24 Deny Cloud
103.99.41.0/24 Deny Cloud
103.192.224.0/24 Deny Cloud
103.198.77.0/24 Deny Cloud
103.208.85.0/24 Deny Cloud
103.225.64.0/23 Deny Cloud
103.236.148.0/24 Deny Cloud
103.254.152.0/22 Deny Cloud
104.143.87.0/24 Deny Cloud
104.194.213.0/24 Deny Cloud
104.238.32.0/24 Deny Cloud
104.238.45.0/24 Deny Cloud
104.238.49.0/24 Deny Cloud
108.59.0.0/20 Deny Cloud
108.62.8.0/21 Deny Cloud
108.62.32.0/21 Deny Cloud
108.62.55.0/24 Deny Cloud
108.62.72.0/21 Deny Cloud
108.62.99.0/24 Deny Cloud
108.62.108.0/22 Deny Cloud
108.62.122.0/24 Deny Cloud
108.62.160.0/22 Deny Cloud
108.62.168.0/22 Deny Cloud
108.62.177.0/24 Deny Cloud
108.62.178.0/23 Deny Cloud
108.62.184.0/22 Deny Cloud
108.62.204.0/22 Deny Cloud
108.62.216.0/22 Deny Cloud
108.62.240.0/22 Deny Cloud
108.177.148.0/22 Deny Cloud
108.177.156.0/22 Deny Cloud
108.177.168.0/21 Deny Cloud
108.177.180.0/22 Deny Cloud
108.177.184.0/22 Deny Cloud
108.177.200.0/21 Deny Cloud
108.177.208.0/22 Deny Cloud
108.177.220.0/22 Deny Cloud
108.177.232.0/22 Deny Cloud
108.177.248.0/21 Deny Cloud
108.187.0.0/16 Deny Cloud
109.69.56.0/22 Deny Cloud
109.70.0.0/21 Deny Cloud
109.70.9.0/24 Deny Cloud
109.70.10.0/23 Deny Cloud
109.70.12.0/22 Deny Cloud
109.120.138.0/24 Deny Cloud
109.120.140.0/24 Deny Cloud
109.120.176.0/24 Deny Cloud
109.120.180.0/22 Deny Cloud
116.206.101.0/24 Deny Cloud
128.140.216.0/22 Deny Cloud
136.144.16.0/22 Deny Cloud
136.144.20.0/23 Deny Cloud
136.144.32.0/22 Deny Cloud
136.144.40.0/21 Deny Cloud
136.144.48.0/20 Deny Cloud
141.226.133.0/24 Deny Cloud
142.91.0.0/21 Deny Cloud
142.91.24.0/22 Deny Cloud
142.91.32.0/20 Deny Cloud
142.91.72.0/21 Deny Cloud
142.91.96.0/21 Deny Cloud
142.91.128.0/21 Deny Cloud
142.91.138.0/24 Deny Cloud
142.91.141.0/24 Deny Cloud
142.91.144.0/21 Deny Cloud
142.91.160.0/20 Deny Cloud
142.91.184.0/21 Deny Cloud
142.91.192.0/21 Deny Cloud
142.91.216.0/21 Deny Cloud
142.91.224.0/19 Deny Cloud
142.234.8.0/21 Deny Cloud
142.234.16.0/20 Deny Cloud
142.234.40.0/21 Deny Cloud
142.234.48.0/21 Deny Cloud
142.234.56.0/22 Deny Cloud
142.234.64.0/19 Deny Cloud
142.234.96.0/22 Deny Cloud
142.234.112.0/21 Deny Cloud
142.234.128.0/19 Deny Cloud
142.234.160.0/21 Deny Cloud
142.234.189.0/24 Deny Cloud
142.234.208.0/20 Deny Cloud
142.234.244.0/22 Deny Cloud
142.234.252.0/22 Deny Cloud
145.255.128.0/21 Deny Cloud
147.255.0.0/19 Deny Cloud
147.255.32.0/20 Deny Cloud
147.255.60.0/22 Deny Cloud
147.255.64.0/18 Deny Cloud
147.255.128.0/19 Deny Cloud
147.255.164.0/22 Deny Cloud
147.255.192.0/19 Deny Cloud
147.255.232.0/21 Deny Cloud
147.255.240.0/20 Deny Cloud
159.255.192.0/22 Deny Cloud
162.210.192.0/21 Deny Cloud
162.219.212.0/22 Deny Cloud
162.246.185.0/24 Deny Cloud
162.246.186.0/24 Deny Cloud
167.160.116.0/24 Deny Cloud
171.33.224.0/21 Deny Cloud
172.241.8.0/21 Deny Cloud
172.241.56.0/22 Deny Cloud
172.241.72.0/21 Deny Cloud
172.241.96.0/21 Deny Cloud
172.241.108.0/22 Deny Cloud
172.241.232.0/21 Deny Cloud
172.241.240.0/20 Deny Cloud
172.255.16.0/21 Deny Cloud
172.255.64.0/20 Deny Cloud
172.255.120.0/21 Deny Cloud
172.255.128.0/21 Deny Cloud
172.255.160.0/20 Deny Cloud
172.255.184.0/21 Deny Cloud
172.255.208.0/20 Deny Cloud
172.255.240.0/21 Deny Cloud
173.208.13.0/24 Deny Cloud
173.208.14.0/24 Deny Cloud
173.208.24.0/24 Deny Cloud
173.208.52.0/23 Deny Cloud
173.208.76.0/22 Deny Cloud
173.208.92.0/22 Deny Cloud
173.208.106.0/23 Deny Cloud
173.208.108.0/22 Deny Cloud
173.208.114.0/24 Deny Cloud
173.234.7.0/24 Deny Cloud
173.234.48.0/21 Deny Cloud
173.234.100.0/22 Deny Cloud
173.234.109.0/24 Deny Cloud
173.234.124.0/22 Deny Cloud
173.234.144.0/21 Deny Cloud
173.234.160.0/22 Deny Cloud
173.234.172.0/22 Deny Cloud
173.234.184.0/22 Deny Cloud
173.234.208.0/22 Deny Cloud
173.234.214.0/23 Deny Cloud
173.234.220.0/22 Deny Cloud
173.234.240.0/22 Deny Cloud
173.234.248.0/21 Deny Cloud
174.34.140.0/22 Deny Cloud
174.34.182.0/23 Deny Cloud
174.34.190.0/24 Deny Cloud
178.18.20.0/22 Deny Cloud
178.18.24.0/23 Deny Cloud
178.18.27.0/24 Deny Cloud
178.18.30.0/23 Deny Cloud
178.162.128.0/17 Deny Cloud
178.248.152.0/22 Deny Cloud
178.250.16.0/24 Deny Cloud
178.250.18.0/24 Deny Cloud
181.214.35.0/24 Deny Cloud
181.214.50.0/24 Deny Cloud
181.214.53.0/24 Deny Cloud
181.214.220.0/24 Deny Cloud
181.214.240.0/24 Deny Cloud
181.214.242.0/24 Deny Cloud
181.215.176.0/24 Deny Cloud
185.16.84.0/24 Deny Cloud
185.17.32.0/22 Deny Cloud
185.17.120.0/22 Deny Cloud
185.17.144.0/22 Deny Cloud
185.17.184.0/22 Deny Cloud
185.24.172.0/22 Deny Cloud
185.24.240.0/24 Deny Cloud
185.27.140.0/22 Deny Cloud
185.28.68.0/22 Deny Cloud
185.30.232.0/22 Deny Cloud
185.34.68.0/22 Deny Cloud
185.38.185.0/24 Deny Cloud
185.38.187.0/24 Deny Cloud
185.44.22.0/23 Deny Cloud
185.46.180.0/23 Deny Cloud
185.46.182.0/24 Deny Cloud
185.46.232.0/24 Deny Cloud
185.49.68.0/22 Deny Cloud
185.51.192.0/24 Deny Cloud
185.63.56.0/24 Deny Cloud
185.67.4.0/22 Deny Cloud
185.71.60.0/22 Deny Cloud
185.71.224.0/22 Deny Cloud
185.72.178.0/23 Deny Cloud
185.73.32.0/23 Deny Cloud
185.79.40.0/22 Deny Cloud
185.83.96.0/22 Deny Cloud
185.85.243.0/24 Deny Cloud
185.89.4.0/22 Deny Cloud
185.95.164.0/22 Deny Cloud
185.96.140.0/24 Deny Cloud
185.99.96.0/24 Deny Cloud
185.102.27.0/24 Deny Cloud
185.108.84.0/23 Deny Cloud
185.113.88.0/22 Deny Cloud
185.114.140.0/22 Deny Cloud
185.122.168.0/22 Deny Cloud
185.123.60.0/24 Deny Cloud
185.124.200.0/22 Deny Cloud
185.126.64.0/23 Deny Cloud
185.131.24.0/22 Deny Cloud
185.140.164.0/22 Deny Cloud
185.142.100.0/22 Deny Cloud
185.145.16.0/22 Deny Cloud
185.145.232.0/22 Deny Cloud
185.151.204.0/22 Deny Cloud
185.152.108.0/22 Deny Cloud
185.155.200.0/22 Deny Cloud
185.157.52.0/22 Deny Cloud
185.163.172.0/22 Deny Cloud
185.164.56.0/22 Deny Cloud
185.165.188.0/22 Deny Cloud
185.165.192.0/22 Deny Cloud
185.168.248.0/22 Deny Cloud
185.172.48.0/24 Deny Cloud
185.175.4.0/22 Deny Cloud
185.177.68.0/22 Deny Cloud
185.177.220.0/22 Deny Cloud
185.179.112.0/22 Deny Cloud
185.192.0.0/22 Deny Cloud
185.192.16.0/22 Deny Cloud
185.194.12.0/22 Deny Cloud
185.196.28.0/22 Deny Cloud
185.196.60.0/22 Deny Cloud
185.199.60.0/22 Deny Cloud
185.201.252.0/22 Deny Cloud
185.202.96.0/22 Deny Cloud
185.202.104.0/21 Deny Cloud
185.202.112.0/22 Deny Cloud
185.203.249.0/24 Deny Cloud
185.204.184.0/22 Deny Cloud
185.204.196.0/22 Deny Cloud
185.206.212.0/22 Deny Cloud
185.212.32.0/22 Deny Cloud
185.217.36.0/22 Deny Cloud
185.217.60.0/22 Deny Cloud
185.217.140.0/22 Deny Cloud
185.217.164.0/22 Deny Cloud
185.225.12.0/24 Deny Cloud
188.72.90.0/24 Deny Cloud
188.211.239.0/24 Deny Cloud
188.215.35.0/24 Deny Cloud
188.241.65.0/24 Deny Cloud
190.105.193.0/24 Deny Cloud
190.105.195.0/24 Deny Cloud
190.121.212.0/24 Deny Cloud
191.96.100.0/24 Deny Cloud
191.96.107.0/24 Deny Cloud
191.96.112.0/24 Deny Cloud
191.101.178.0/24 Deny Cloud
192.36.61.0/24 Deny Cloud
192.96.200.0/21 Deny Cloud
192.163.160.0/19 Deny Cloud
192.229.64.0/18 Deny Cloud
192.238.128.0/17 Deny Cloud
193.27.72.0/23 Deny Cloud
193.42.212.0/24 Deny Cloud
193.43.92.0/24 Deny Cloud
193.104.219.0/24 Deny Cloud
193.239.4.0/22 Deny Cloud
193.242.108.0/24 Deny Cloud
194.0.197.0/24 Deny Cloud
194.60.71.0/24 Deny Cloud
195.14.2.0/24 Deny Cloud
195.14.21.0/24 Deny Cloud
195.140.240.0/22 Deny Cloud
195.177.214.0/23 Deny Cloud
195.190.146.0/24 Deny Cloud
195.200.82.0/23 Deny Cloud
195.242.98.0/23 Deny Cloud
196.52.43.0/24 Deny Cloud
198.7.56.0/21 Deny Cloud
199.58.84.0/22 Deny Cloud
199.115.112.0/21 Deny Cloud
206.202.0.0/18 Deny Cloud
207.244.64.0/18 Deny Cloud
209.58.128.0/18 Deny Cloud
212.7.192.0/21 Deny Cloud
212.7.202.0/24 Deny Cloud
212.7.204.0/23 Deny Cloud
212.7.208.0/22 Deny Cloud
212.19.224.0/21 Deny Cloud
212.19.235.0/24 Deny Cloud
212.19.236.0/24 Deny Cloud
212.32.224.0/19 Deny Cloud
212.95.32.0/19 Deny Cloud
213.142.132.0/22 Deny Cloud
213.142.136.0/21 Deny Cloud
213.142.144.0/22 Deny Cloud
213.227.128.0/19 Deny Cloud
216.152.224.0/20 Deny Cloud
217.20.112.0/20 Deny Cloud
217.76.16.0/20 Deny Cloud
Tag: Leaseweb


# ASN 43146 ("Agava Ltd").
# %Listed, Google Malware Dashboard: 0.72%.
# %Listed, CleanTalk.org: 43.46%.
# Stop Forum Spam (SFS) listings: 210.
# Updated: 2017.07.16

46.16.13.0/24 Deny Cloud
77.220.205.0/24 Deny Cloud
80.78.240.0/23 Deny Cloud
80.78.244.0/22 Deny Cloud
80.78.248.0/21 Deny Cloud
89.108.64.0/18 Deny Cloud
91.107.119.0/24 Deny Cloud
91.107.126.0/24 Deny Cloud
176.99.10.0/24 Deny Cloud
185.46.8.0/22 Deny Cloud
185.102.136.0/24 Deny Cloud
194.58.124.0/24 Deny Cloud
212.158.162.0/24 Deny Cloud
Tag: Agava Ltd


# ASN 36351 ("SoftLayer Technologies").
# %Listed, Google Malware Dashboard: 0.53%.
# %Listed, CleanTalk.org: 30.68%.
# Stop Forum Spam (SFS) listings: 13,575.
# Updated: 2017.09.20

5.10.64.0/18 Run rules_softlayer.php
5.62.21.0/24 Run rules_softlayer.php
5.62.33.0/24 Run rules_softlayer.php
5.62.34.0/24 Run rules_softlayer.php
5.153.0.0/18 Run rules_softlayer.php
12.96.160.0/21 Run rules_softlayer.php
23.91.120.0/21 Run rules_softlayer.php
23.246.192.0/18 Run rules_softlayer.php
23.252.100.0/24 Run rules_softlayer.php
27.100.36.0/23 Run rules_softlayer.php
31.24.225.0/24 Run rules_softlayer.php
37.18.176.0/22 Run rules_softlayer.php
37.58.64.0/18 Run rules_softlayer.php
37.60.246.0/24 Run rules_softlayer.php
37.60.254.0/24 Run rules_softlayer.php
37.130.224.0/24 Run rules_softlayer.php
43.226.228.0/24 Run rules_softlayer.php
43.228.157.0/24 Run rules_softlayer.php
43.228.159.0/24 Run rules_softlayer.php
43.231.204.0/22 Run rules_softlayer.php
43.245.168.0/24 Run rules_softlayer.php
43.255.80.0/24 Run rules_softlayer.php
43.255.82.0/23 Run rules_softlayer.php
43.255.188.0/23 Run rules_softlayer.php
43.255.191.0/24 Run rules_softlayer.php
45.41.135.0/24 Run rules_softlayer.php
45.56.131.0/24 Run rules_softlayer.php
